voyageid,adpsale1,adpsale2,adult1,adult2,adult3,adult4,adult5,adult6,arrport,arrport2,boy1,boy2,boy3,boy4,boy5,boy6,captaina,captainb,captainc,child1,child2,child3,child4,child5,child6,constreg,crew,crew1,crew2,crew3,crew4,crew5,crewdied,datedepa,datedepb,datedepc,d1slatra,d1slatrb,d1slatrc,dlslatra,dlslatrb,dlslatrc,ddepam,ddepamb,ddepamc,datarr32,datarr33,datarr34,datarr36,datarr37,datarr38,datarr39,datarr40,datarr41,datarr43,datarr44,datarr45,embport,embport2,embreg,embreg2,fate,female1,female2,female3,female4,female5,female6,girl1,girl2,girl3,girl4,girl5,girl6,guns,infant1,infant3,infant4,jamcaspr,majbuypt,majselpt,male1,male2,male3,male4,male5,male6,men1,men2,men3,men4,men5,men6,national,ncar13,ncar15,ncar17,ndesert,npafttra,nppretra,npprior,ownera,ownerb,ownerc,ownerd,ownere,ownerf,ownerg,ownerh,owneri,ownerj,ownerk,ownerl,ownerm,ownern,ownero,ownerp,plac1tra,plac2tra,plac3tra,placcons,placreg,portdep,portret,regarr,regarr2,regdis1,regdis2,regdis3,regem1,regem2,regem3,regisreg,resistance,retrnreg,retrnreg1,rig,saild1,saild2,saild3,saild4,saild5,shipname,sla1port,slaarriv,sladafri,sladamer,sladvoy,slas32,slas36,slas39,slavema1,slavema3,slavemx1,slavemx3,slavmax1,slavmax3,slavmax7,slinten2,slintend,sourcea,sourceb,sourcec,sourced,sourcee,sourcef,sourceg,sourceh,sourcei,sourcej,sourcek,sourcel,sourcem,sourcen,sourceo,sourcep,sourceq,sourcer,tonnage,tontype,tslavesd,tslavesp,voyage,women1,women2,women3,women4,women5,women6,xmimpflag,yearaf,yearam,yeardep,yrcons,yrreg,natinimp,year5,year10,year25,year100,tonmod,fate2,fate3,fate4,ncartot,pctemb,mjbyptimp,slastot,pctdis,mjslptimp,ptdepimp,deptregimp,majbyimp,mjselimp,deptregimp1,majbyimp1,mjselimp1,slaximp,slamimp,vymrtimp,tslmtimp,vymrtrat,adlt1imp,chil1imp,male1imp,feml1imp,chilrat1,malrat1,menrat1,womrat1,boyrat1,girlrat1,adlt3imp,chil3imp,male3imp,feml3imp,chilrat3,malrat3,menrat3,womrat3,boyrat3,girlrat3,slavema7,slavemx7,men7,women7,boy7,girl7,adult7,child7,male7,female7,menrat7,womrat7,boyrat7,girlrat7,malrat7,chilrat7,adlt2imp,chil2imp,male2imp,feml2imp
19092, , , , ,0, , ,0,50422, , , ,0, , ,0,"Leitão, José Henriques", , , , ,4, , ,0, , , , ,14, , , , , , , , , ,3,7,1799, , , ,31,8,1799, , , , , , , , , ,60707, ,60700, ,1, , , , , , , , ,0, , ,0, , ,0, , ,60707,50422, , , , , , , , ,0, , ,0,4, , , , , , , , , , , , , , , , , , , , , , , ,60707, , , , ,50422, ,50400, ,50400, , ,60700, , , , , , ,40, , , , , ,Príncipe Real,50422,493, , ,17, , , , , , , , , , , , ,"ANRJ, cod. 242, p.46v","AHNA, Códice E-19-5 (Benguela)", , , , , , , , , , , , , , , , , , ,510, , , , ,0, , ,0,80,1799,1799,1799, , ,6,60,30,12,1700, ,1,14,1, , ,60707, , ,50422,50422,50400,60700,50400,50000,60000,50000,510,493,17,510,.0333333333333333, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
19100, , ,495, , ,0,0, ,50422, ,0, , ,0,0, ,"Jardim, Inácio João Bom", , ,11, , ,0,0, , , , , ,18, , , , , , ,2,10,1799,13,11,1799, , , ,30,12,1799, , , , , , , , , , , , , ,1, , , , , , ,0, , ,0,0, , ,0, ,0, ,60734,50422, , , , , , ,0, , ,0,0, ,4, , , , , , , , , , , , , , , , , , , , , , , ,60707,60730,60734, , ,50422, ,50400, ,50400, , ,60700,60700,60700, , , , ,3, , , , , ,S João Diligente Vulcano,50422,458, ,2,46, , , ,506, , , , , , , , ,"ANRJ, cod. 242, p.50v","Santos,1973","AHNA, cod. 2574", , , , , , , , , , , , , , , , , ,506, , ,0, , ,0,0, ,29,1799,1799,1799, , ,6,60,30,12,1700, ,1,14,1, , ,60799, , ,50422,50422,50400,60700,50400,50000,60000,50000,506,458,46,506,.0909090909090909,495,11, , ,.0217391304347826, , , , , , , , , , , , , , , ,506, , , , , ,495,11, , , , , , , ,.0217391304347826, , , , 
19218, , ,474, , ,0,0, ,50422, ,0, , ,0,0, ,"Rosario, Inácio Antunes do", , ,17, , ,0,0, , , , , , , , , , , , ,10,10,1804,15,6,1805, , , ,27,7,1805, , , , , , , , , , , , , ,1, , , , , , ,0, , ,0,0, , ,0, ,0, ,60734,50422, , , , , , ,0, , ,0,0, ,4, , , , , , , , , , , , , , , , , , , , , , , ,60707,60734, , , ,50422, ,50400, ,50400, , ,60700,60700, , , , , ,3, , , , , ,S Joaquim Augusto,50422,433, , ,58, , , ,491, , , , , , , , ,"ANRJ, cod. 242, p.110","Santos,1973","AHNA, cod. 2574", , , , , , , , , , , , , , , , , ,491, , ,0, , ,0,0, ,30,1805,1805,1804, , ,6,61,31,13,1800, ,1,14,1, , ,60799, , ,50422,50422,50400,60700,50400,50000,60000,50000,491,433,58,491,.118126272912424,474,17, , ,.0346232179226069, , , , , , , , , , , , , , , ,491, , , , , ,474,17, , , , , , , ,.0346232179226069, , , , 
19317, , , , , , , , ,50422, , , , , , , ,"Carrilho, João Rodrigues", , , , , , , , , , , , , , , , , , , ,31,10,1808, , ,1809, , , ,7,9,1809, , , , , , , , , ,60707, ,60700, ,1, , , , , , , , , , , , , , , , , ,60707,50422, , , , , , , , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , ,60707, , , , ,50422, ,50400, ,50400, , ,60700, , , , , , ,40, , , , , ,Paquete Infante,50422,495, ,2, , , , , , , , , , , , , ,"ANRJ, cod. 242, p.160","AHNA, Códice E-20-1 (Benguela)", , , , , , , , , , , , , , , , , , , , , , , , , , , ,81,1809,1809,1808, , ,6,62,31,13,1800, ,1,14,1, , ,60707, , ,50422,50422,50400,60700,50400,50000,60000,50000,546,495, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
19542, , ,0, , ,0,0, , , ,6, , ,0,0, ,"Cantuaria, Joaquim Tomás de", , ,0, , ,0,0, , , , , , , , , ,12,3,1783, , ,1783,18,5,1783,29,9,1783, , ,1783, , , , , , , , , ,60104, ,60100, ,1, , , , , , ,6, , ,0,0, , ,0, ,0, ,60104,50103, , , , , , ,19, , ,0,0, ,4, , , , , , , ,Companhia Geral do Grão Pará e Maranhão, , , , , , , , , , , , , , , ,60104, , , , ,10203,10203, , ,50100, , ,60100, , , , ,10200,10000,25, , , , , ,NS da Conceição Africana,50103,31, , , ,31,0,0,31, ,31, ,31, ,31, , ,Carreira1969:454-65,"ANTT,AHMF,CGGPM,42:169","ANTT,AHMF,CGGPM,52:73","ANTT,AHMF,CGGPM,96", , , , , , , , , , , , , , , , ,31,31, ,0, , ,0,0, ,62,1783,1783,1783, , ,6,57,29,12,1700, ,1,14,1, , ,60104,31,1,50103,10203,10200,60100,50100,10000,60000,50000,31,31,0,31,0,19,12,25,6,.387096774193548,.806451612903226,.612903225806452,0,.193548387096774,.193548387096774, , , , , , , , , , ,31,31,19,0,6,6,19,12,25,6,.612903225806452,0,.193548387096774,.193548387096774,.806451612903226,.387096774193548, , , , 
19559, , , , , , , , ,50102, , , , , , , ,"Azevedo, José Ferreira de", , , , , , , , , , , , , , , , ,7,3,1760, , ,1760,24,6,1760, , , , , , , , , , , , ,20,2,1761,60105, ,60100, ,1, , , , , , , , , , , , , , , , , ,60105,50102, , , , , , , , , , , , ,4, , , , , , , ,Companhia Geral do Grão Pará e Maranhão, , , , , , , , , , , , , , , ,60105, , , , ,10203,10203,50100, ,50100, , ,60100, , , , ,10200,10000,25, , , , , ,S Antônio,50102,129, , , , , , , , , , , , , , , ,Carreira1969:454-65,"ANTT,AHMF,CGGPM,33:132,145","ANTT,AHMF,CGGPM,45:54-5,78","ANTT,AHMF,CGGPM,65", , , , , , , , , , , , , , , , , ,130, , , , , , , ,61,1760,1760,1760, , ,6,52,26,11,1700, ,1,14,1, , ,60105, , ,50102,10203,10200,60100,50100,10000,60000,50000,130,129, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
19630, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1779, , , , , , , , , , , , , , , , , , , ,49, , , , , , , , , , , , , , , , , ,60707,50422, , , , , , , , , , , , ,4, , , , , , , ,Companhia Geral do Grão Pará e Maranhão, , , , , , , , , , , , , , , ,60707, , , , , , , , ,50400, , ,60700, , , , , , ,3, , , , , ,NS de Belém,50422,11, , , , , , , , , , , , , , , ,Carreira1969:454-65, , , , , , , , , , , , , , , , , , , ,22, , , , , , , , ,29,1779,1779,1779, , ,6,56,28,12,1700, ,1,14,1, , ,60707, , ,50422,50422,50400,60700,50400,50000,60000,50000,22,11,11,22,.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
19659, , ,0, , ,0,0, , , ,0, , ,0,0, , , , ,0, , ,0,0, , , , , , , , , ,25,1,1777, , , ,15,11,1777, , , ,19,12,1777, , , , , , , , , ,60734, ,60700, ,1, , , , , , ,0, , ,0,0, , ,14, ,0, ,60734,50399, , , , , , ,0, , ,0,0, , , , , , , , , ,Companhia Geral de Pernambuco e Paraíba, , , , , , , , , , , , , , , ,60734, , , , ,50399, , , ,50300, , ,60700, , , , , , ,3, , , , , ,NS do Rosario S Antônio e Almas,50399, , , , , , , , , , , , , , , , ,Carreira1969:466-74,"ANTT,AHMF,CGPP,458:9/5/77","ANTT,AHMF,CGPP,459:1/4/78,8/4/78,12/6/78","ANTT,AHMF,CGPP,459:28/8/78","ANTT,AHMF,CGPP,460:30/12/79", , , , , , , , , , , , , , , ,414, , ,0, , ,0,0, ,29,1777,1777,1777, , , ,56,28,12,1700, ,1,14,1, , ,60734, , ,50399,50399,50300,60700,50300,50000,60000,50000,414,379, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
20205, , , , , , , , , , , , , , , , ,"Fatrusse, Peter","Pogger, Henry", , , , , , , , , , , , , , , ,3,5,1700, , , , , , , , , ,20,1,1701, , , , , , , , , ,60999, ,60900, ,1, , , , , , , , , , , , ,3, , , ,27.94, ,34299, , , , , , , , , , , , ,7, , , , , , , ,"Bullard, Benjamin","Dyer, Edward","Downing, George", , , , , , , , , , , , , , , , , , ,34299, , , ,34200, , , , , , , , , ,8, , , , , ,Mary,34299,138, , , ,137,0,0, , , , , , , , , ,"Donnan,II,26",CO33/13,"T70/350,72", , , , , , , , , , , , , , , ,40,22, , , , , , , , , ,41,1700,1701,1700, , ,7,41,21,9,1700,74.3,1,14,1, , ,60999,137,.992753623188406,34299,34299,34200,60900,34200,30000,60000,30000,167,138, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
20357, , , , , , , , , , , , , , , , ,"Harris, Tobias", , , , , , , , , , , , , , , , ,9,6,1708, , , , , , ,2,5,1709,10,12,1708, , , , , , , , , ,60999, ,60900, ,1, , , , , , , , , , , , , , , , , ,60412,34299, , , , , , , , , , , , ,7, , , , , , , ,"Carter, Edwin", , , , , , , , , , , , , , , ,60412, , , , ,34299, , , ,34200, , ,60400, , , , , , , , , , , , ,Ann and Mary,34299,135, , , , , , , , , , , , , , , ,"T70/8,43","T70/175,180v","CO33/15,9","T70/355,9", , , , , , , , , , , , , , ,40,22, , , , , , , , , ,108,1708,1708,1708, , ,7,42,21,9,1700,74.3,1,14,1, , ,60412, , ,34299,34299,34200,60400,34200,30000,60000,30000,153,135, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
20416,33699, , , , , , , , , , , , , , , ,"Steward, T", , , , , , , , , , , , , , , , ,3,1,1712,10,4,1712, , , , , , ,25,11,1712, , , , , , , , , , , , , ,49, , , , , , , , , , , , ,10, , , , ,60408,34299, , , , , , , , , , , , ,7, , , , , , , ,Royal African Company, , , , , , , , , , , , , , , ,60408, , , ,10433,34299, , , ,34200,33600, ,60400, , ,10400, , , , , , , , , ,Camwood Merchant,34299,192, , , ,160,24,0, , , , , , , , , ,"CO33/15,9","T70/2,30","T70/8,60,63", , , , , , , , , , , , , , , ,120,22,200, , , , , , , , ,108,1712,1712,1712, , ,7,43,22,9,1700,218.3,1,14,1, , ,60408,184,.958333333333333,34299,34299,34200,60400,34200,30000,60000,30000,200,192,8,200,.04, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
20517, , , , , , , , , , , , , , , , ,"Elliott, William", , , , , , , , ,10300, , , , , , , , , , , , , , , , , , , ,14,7,1718, , , , , , , , , , , , , ,49, , , , , , , , , , , , , , , , , , ,34299, , , , , , , , , , , , ,7, , , , , , , , , , , , , , , , , , , , , , , , , , ,10399,34299,34299, , , ,34200, , , , , ,34200, , , ,4, , , , , ,Express,34299,101, , , , , , , , , , , , , , , ,"CO33/15,11,73", , , , , , , , , , , , , , , , , ,45,22, , , , , , , , , ,31,1718,1718,1718,1695,1716,7,44,22,9,1700,83.3,1,14,1, , , , , ,34299,34299,34200, ,34200,30000, ,30000,119,101, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
20620, , , , , , , , , , , , , , , , ,"Hayes, John", , , , , , , , ,10300, , , , , , , , , , , , , ,2,6,1713,9,9,1713,8,8,1713, , , , , , , , , , , , , ,49, , , , , , , , , , , , ,14, , , , ,60499,35199, , , , , , , , , , , , ,7, , , , , , , , , , , , , , , , , , , , , , , ,60499, , ,10399, , , , , ,35100, , ,60400, , , , , , , , , , , , ,Swallow Gally,35199,216, , , , , , , , , , , , , , , ,"T70/5,ff.91",CO142/14, , , , , , , , , , , , , , , , ,80,22, , , , , , , , , ,108,1713,1713,1713, , ,7,43,22,9,1700,146.3,1,14,1, , ,60499, , ,35199, , ,60400,35100, ,60000,30000,245,216, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
20653, , , , , , , , , , , , , , , , ,"Fletcher, Benjamin", , , , , , , , ,10400, , , , , , , ,1,2,1718, , , , , , ,23,4,1719,17,2,1719, , , , , , , , , , , , , ,49, , , , , , , , , , , , , , , , , , ,35114, , , , , , , , , , , , ,7, , , , , , , , , , , , , , , , , , , , , , , , , , ,10432,10432,10432, , , ,35100, , , , , ,10400, , , , , , , , , ,Sarah,35114,100, , , , , , , , , , , , , , , ,"CO142/14,81,87",E190/1395/6, , , , , , , , , , , , , , , , ,70,22, , , , , , , , , ,130,1718,1719,1718,1716,1717,7,44,22,9,1700,128.3,1,14,1, , , , , ,35114,10432,10400, ,35100,10000, ,30000,120,100, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
20860, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,7,1680, , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , ,34299, , , , , , , , , , , , ,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,34200, , , , , , , , , , , , , , , , ,34299, , , , , , , , , , , , , , , , ,"T70/1,52", , , , , , , , , , , , , , , , , , , , , , , , , , , , ,129,1680,1680,1680, , ,7,36,18,8,1600, ,1,14,1, , , , , ,34299, , , ,34200, , ,30000,319,249, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
20874, , , , , , , , ,33499, , , , , , , ,"Taylor, Thomas", , , , , , , , ,80700, , , ,12, , , ,15,6,1712,15,9,1712,11,12,1712, , , ,1,3,1713, , , , , , , , , , , , , ,49, , , , , , , , , , , , ,10, , , , ,60412,33499, , , , , , , , , , , , ,7,110,0,0, , , , ,Royal African Company, , , , , , , , , , , , , , , ,60412, , ,80703,33499,33499, ,33400, ,33400, , ,60400, , ,33400, , , ,27, , , , , ,Nightingale,33499,95, , , , , , , , , , , , , , ,160,"T70/2,38,41","T70/8,61","CO157/1,24,39","T70/3,15", , , , , , , , , , , , , , ,30,22,110, , , , , , , , ,65,1712,1713,1712, , ,7,43,22,9,1700,56.3,1,14,1,110,1,60412, , ,33499,33499,33400,60400,33400,30000,60000,30000,110,95,15,110,.136363636363636, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
20944, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,24,6,1707, , , , , , , , , , , , , ,49, , , , , , , , , , , , , , , , , , ,21199, , , , , , , , , , , , ,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,21100, , , , , , , , , , , , , , , , ,21199,240, , , , , , , , , , , , , , , ,"T70/8,24", , , , , , , , , , , , , , , , , , , , , , , , , , , , ,130,1707,1707,1707, , ,7,42,21,9,1700, ,1,14,1, , , , , ,21199, , , ,21100, , ,20000,287,240, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
21027, , , , , , , , , , , , , , , , ,Jobson, , , , , , , , , , , , , , , , , , , ,9,3,1685, , , , , , , , , , , , , , , , , , , , , , ,56, , , , , , , , , , , , , , , , , ,60108, , , , , , , , , , , , , ,7, , , , , , , ,Royal African Company, , , , , , , , , , , , , , , ,60108, , , , , , , , , , , ,60100, , , ,1, , , , , , , , ,Ann, , , , , , , , , , , , , , , , , ,"T70/11,55,60", , , , , , , , , , , , , , , , , , , , , , , , , , , , ,101,1685,1685,1685, , ,7,37,19,8,1600, ,5,10,3, , ,60108, , , , , ,60100, , ,60000, ,191,164, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
21097, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,2,1699, , , , , , , , , , , , , ,58, , , , , , , , , , , , , , , , , , ,33799, , , , , , , , , , , , ,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,33700, , , , , , , , , , , , , , , , ,33799,130, , , , , , , , , , , , , , , ,"T70/12,107",CO33/13, , , , , , , , , , , , , , , , , , ,430, , , , , , , , ,129,1699,1699,1699, , ,7,40,20,8,1600, ,1,3,2, , , , , ,33799, , , ,33700, , ,30000,430,130,300,430,.697674418604651, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
21163, , , , , , , , , , , , , , , , ,"Abbot, Richard", , , , , , , , , , , , , , , , ,3,1,1704, , , ,15,6,1704, , , ,28,8,1704, , , , , , , , , ,60999, ,60900, ,49, , , , , , , , , , , , , , , , , ,60499,35199, , , , , , , , , , , , ,7, , , , , , , ,"Merrett, Thomas","Way, Benjamin",Houlditch,Brooke, , , , , , , , , , , , ,60499, , , , ,10433, , , ,35100, , ,60400, , , , , , , , , , , , ,Way Gally,35199,256, , , , , , , , , , , , , , , ,"T70/14,39,55","T70/175,178,167","Tattersfield,257","Donnan,II,5","LL,220","T70/353,84,89", , , , , , , , , , , , , , ,300, , , , , , , , ,108,1704,1704,1704, , ,7,41,21,9,1700, ,1,14,1, , ,60499, , ,35199,10433,10400,60400,35100,10000,60000,30000,300,256,44,300,.146666666666667, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
21211, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1665, , , , , , , , , , , , , ,11, , , , , , , , , , , , , , , , , ,60622,34299, , , , , , , , , , , , ,7, , , , , , , , , , , , , , , , , , , , , , , ,60622, , , , ,34299, , , ,34200, , ,60600, , , , , , , , , , , , ,William and Jane,34299, , , , , , , , , , , , , , , , ,"Zook,76", , , , , , , , , , , , , , , , , , , , , , , , , , , , ,113,1665,1665,1665, , ,7,33,17,7,1600, ,1,3,3, , ,60622, , ,34299,34299,34200,60600,34200,30000,60000,30000,253,178, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
21239, , , , , , , , , , , , , , , , ,"Clapp, Abraham", , , , , , , , , , ,11, , , , , ,20,8,1664, , , , , , , , , , , ,1665, , , , , , , , , ,60673, ,60600, ,1, , , , , , , , , , , , ,4, , , , ,60622,34299, , , , , , , , , , , , ,7, , , , , , , ,Company of Royal Adventurers, , , , , , , , , , , , , , , ,60622, , , , ,10433, , , ,34200, , ,60600, , , , , , , , , , , , ,Mary,34299,91, , , , , , , , , , , , , , ,210,"T70/600,144","T70/1222,30","ADM7/630,16", , , , , , , , , , , , , , , ,62,22, , , , , , , , , ,113,1664,1665,1664, , ,7,33,17,7,1600,113.9,1,14,1, , ,60622, , ,34299,10433,10400,60600,34200,10000,60000,30000,129,91, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
21261, , , , , , , , ,35199, , , , , , , ,"Ransom, Christoph", , , , , , , , , , , , , , , , ,25,9,1691, , , , , , , , , , , , , , , , , , , , , , , , , ,208, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10433, ,35100, , , , , , , , ,1, , , , , , , , ,Hester and Mary, , , , , , , , , , , , , , , , , ,"T70/169,89", , , , , , , , , , , , , , , , , , , , , , , , , , , , ,129,1691,1691,1691, , ,7,39,20,8,1600, ,6,15,1, , , , , ,35199,10433,10400, ,35100,10000, ,30000,319,249, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
21276, , , , , , , , , , , , , , , , ,"Cliffe, Henry", , , , , , , , , , , , , , , , ,22,11,1698, , , , , , , , , ,13,9,1699, , , , , , ,20,1,1700,60999, ,60900, ,49, , , , , , , , , , , , , , , , , , ,35199, , , , , , , , , , , , ,7, , , , , , , ,"Meade, Thomas","Starke, Thomas","Hilton, Thomas","Cross, John","Whateley, Solomon","Nichols, Thomas", , , , , , , , , , , , , , , ,10433,10433, , ,35100, , , , , , , ,10400,10000, , , , , , ,Donegal,35199,400, , , , , , , , , , , , , , , ,"T70/175,176","Tattersfield,218","T70/350,66","T70/349,10,14,19,21,24,25,26,27", , , , , , , , , , , , , , , , , , , , , , , , , ,129,1698,1699,1698, , ,7,40,20,8,1600, ,1,14,1, , ,60999, , ,35199,10433,10400,60900,35100,10000,60000,30000,512,400, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
21327, , , , , , , , , , , , , , , , ,"Gale, Luke", , , , , , , , , , , , , , , , ,20,3,1701, , , , , , , , , ,18,11,1701, , , , , , , , , ,60999, ,60900, ,49, , , , , , , , , , , , , , , , , , ,35199, , , , , , , , , , , , ,7, , , , , , , ,"Gale, Luke","Whittson, Thomas", , , , , , , , , , , , , , , , , , , ,35199, , , ,35100, , , , , , , , , , , , , , , ,Friendship,35199,98, , , , , , , , , , , , , , , ,"T70/175,177","T70/353,19", , , , , , , , , , , , , , , , , , , , , , , , , , , ,130,1701,1701,1701, , ,7,41,21,9,1700, ,1,14,1, , ,60999, , ,35199,35199,35100,60900,35100,30000,60000,30000,117,98, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
21354, , , , , , , , , , , , , , , , ,"Richardson, Thomas", , , , , , , , , , , , , , , , ,2,11,1704, , , , , , , , , ,21,5,1705, , , , , , , , , ,60999, ,60900, ,49, , , , , , , , , , , , , , , , , , ,35199, , , , , , , , , , , , ,7, , , , , , , ,"Heysham, Robert", , , , , , , , , , , , , , , , , , , , ,10433, , , ,35100, , , , , , , , , , , , , , , ,John's Adventure,35199,130, , , , , , , , , , , , , , , ,"T70/175,178","T70/354,10", , , , , , , , , , , , , , , , , , , , , , , , , , , ,130,1704,1705,1704, , ,7,41,21,9,1700, ,1,14,1, , ,60999, , ,35199,10433,10400,60900,35100,10000,60000,30000,156,130, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
21360, , , , , , , , , , , , , , , , ,"Carnaby, Roger", , , , , , , , , , , , , , , , ,7,1,1707, , , , , , , , , ,28,10,1707, , , , , , , , , ,60999, ,60900, ,49, , , , , , , , , , , , , , , , , , ,35199, , , , , , , , , , , , ,7, , , , , , , ,"Houlditch, Abraham",Brooke,"Jamineau, Daniel", , , , , , , , , , , , , , , , , , ,10433, , , ,35100, , , , , , , , , , , , , , , ,Dolphin,35199,291, , , , , , , , , , , , , , , ,"T70/175,178","Donnan,II,74","T70/354,74,78", , , , , , , , , , , , , , , , , , , , , , , , , , ,130,1707,1707,1707, , ,7,42,21,9,1700, ,1,14,1, , ,60999, , ,35199,10433,10400,60900,35100,10000,60000,30000,348,291, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
21503, , , , , , , , , , , , , , , , ,"Mackett, William", , , , , , , , , , , , ,30, , , ,27,3,1711, , , , , , , , , ,12,1,1712, , , , , , , , , , , , , ,49, , , , , , , , , , , , ,12, , , , , ,33499, , , , , , , , , , , , ,7, , , , , , , ,Houlditch,Brook,"Hill, John","Hoar, John","Waite, James","Sitwell, Francis", , , , , , , , , , , , , , , ,10433, , , ,33400, , , , , , , , , ,4, , , , , ,Mercury Gally,33499,416, , , , , , , , , , , , , , , ,"CO152/10,6","T70/356,26", , , , , , , , , , , , , , , , ,90,22, , , , , , , , , ,31,1711,1712,1711, , ,7,43,22,9,1700,164.3,1,14,1, , , , , ,33499,10433,10400, ,33400,10000, ,30000,492,416, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
21689, , , , , , , , ,39001, , , , , , , ,Allright, , , , , , , , , , , , , , , , ,1,9,1721, , , , , , , , , , , , , , , , , , , , , ,60999, ,60900, ,208, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10433, ,39000, , , , , , , , , , , , , , , , , ,King George, , , , , , , , , , , , , , , , , ,"HCA15/34, Bundle A, 21.11.02.", , , , , , , , , , , , , , , , , , , , , , , , , , , , ,130,1721,1721,1721, , ,7,45,23,9,1700, ,6,15,1, , ,60999, , ,39001,10433,10400,60900,39000,10000,60000,30000,272,228, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
21982, , , , , , , , , , , , , , , , ,"Hewitt, Thomas", , , , , , , , , , ,32, , , , , , , ,1646, , ,1646, , , , , , , , , , , , , , , , , , , , , , ,77, , , , , , , , , , , , ,20, , , , , , , , , , , , , , , , , , ,7, , , , , ,2, , , , , , , , , , , , , , , , , , , , , , ,10433, , , , , , , , , , , , , ,4, , , , , ,Golden Star, , , , , , , , , , , , , , , , , ,"Vijfdagregisters,196,217,242", , , , , , , , , , , , , , , , , ,85,7, , , , , , , , , ,31,1646,1646,1646, , ,7,30,15,6,1600,170,5,14,1, , , , , , ,10433,10400, , ,10000, , ,262,221, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
